UBIGEO,DEP,PROV,DIST,CODCP,NOMCP,MNOMCP,CAPITAL,CON_IE,NIVEL,CPINEI,CPINEI2,CPINEI_BKP,FUENTE_G,Z,XGD,YGD,Y_X_COORD
100804,HUANUCO,PACHITEA,UMARI,614700,Casa Blanca,CASA BLANCA,0,0,,1008040040,,1008040040,INEI,2832,-76.01844000000,-9.87981333300,-9.87981333299996-76.0184399999999
101103,HUANUCO,YAROWILCA,CHACABAMBA,529549,Canachuco,CANACHUCO,0,0,,1011030002,,1011030002,IGN,3554,-76.61831440000,-9.88635366000,-9.88635365999994-76.6183144
101105,HUANUCO,YAROWILCA,JACAS CHICO,125535,San Cristobal de Jacas Chico,SAN CRISTOBAL DE JACAS CHICO,3,1,IPS,1011050001,,1011050001,MED-GPS,3794,-76.50317305000,-9.88625092000,-9.88625091999995-76.50317305
100101,HUANUCO,HUANUCO,HUANUCO,230444,Queracocha,QUERACOCHA,0,0,,1001010008,,1001010008,IGN,3241,-76.27367302000,-9.88623939000,-9.88623938999996-76.27367302
100801,HUANUCO,PACHITEA,PANAO,551160,Tipsa Alta,TIPSA ALTA,0,1,IP,1008010077,,1008010077,MED-GPS,3322,-75.93383757000,-9.91752060000,-9.91752059999993-75.93383757
100301,HUANUCO,DOS DE MAYO,LA UNION,512584,Altos Machay,ALTOS MACHAY,0,0,,,,,IGN,3930,-76.73729102000,-9.91741016000,-9.91741015999997-76.73729102
101108,HUANUCO,YAROWILCA,CHORAS,547113,Pariagaga,PARIAGAGA,0,0,,1011080040,,1011080040,IGN,3478,-76.61752228000,-9.91731202000,-9.91731201999994-76.6175222799999
100801,HUANUCO,PACHITEA,PANAO,541680,Huayropampa,HUAYROPAMPA,0,0,,1008010078,,1008010078,IGN,3761,-75.88140438000,-9.91721965000,-9.91721964999994-75.8814043799999
101005,HUANUCO,LAURICOCHA,RONDOS,126148,Pampas,PAMPAS,0,0,,1010050029,,1010050029,IGN,3997,-76.66656640000,-9.91719353000,-9.91719352999996-76.6665664
020508,ANCASH,BOLOGNESI,HUALLANCA,122310,Runto,RUNTO,0,0,,0205080039,,0205080039,IGN,3798,-76.89279340000,-9.91703002000,-9.91703001999997-76.8927934
021702,ANCASH,RECUAY,CATAC,110784,Jircancancha,JIRCANCANCHA,0,0,,0217020021,,0217020021,IGN,4060,-77.35534365000,-9.91702740000,-9.91702739999994-77.35534365
021703,ANCASH,RECUAY,COTAPARACO,246568,Sogue Pata,SOGUE PATA,0,0,,,,,IGN,4164,-77.52712039000,-9.91681128000,-9.91681127999993-77.5271203899999
100301,HUANUCO,DOS DE MAYO,LA UNION,245545,Huanca Huanca,HUANCA HUANCA,0,0,,1003010039,,1003010039,IGN,4022,-76.82907690000,-9.91672865000,-9.91672864999998-76.8290769
020504,ANCASH,BOLOGNESI,AQUIA,243175,Buena Vista,BUENA VISTA,0,0,,,,,IGN,4356,-77.11611815000,-9.91655952000,-9.91655951999996-77.11611815
101005,HUANUCO,LAURICOCHA,RONDOS,236619,Rumichaca,RUMICHACA,0,0,,1010050013,1011030026,1010050013,IGN,3823,-76.65782540000,-9.91607403000,-9.91607402999995-76.6578254
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),520583,Mesapata,MESAPATA,0,0,,1001060038,,1001060038,IGN,2430,-76.35725703000,-9.91589090000,-9.91589089999997-76.35725703
100801,HUANUCO,PACHITEA,PANAO,623652,Callhuayna,CALLHUAYNA,0,1,IP,1008010024,,1008010024,MED-GPS,3267,-75.94285793000,-9.91581329000,-9.91581328999996-75.9428579299999
101108,HUANUCO,YAROWILCA,CHORAS,535015,Tucsopom,TUCSOPOM,0,0,,1011080032,,1011080032,IGN,3572,-76.60816615000,-9.91575415000,-9.91575414999994-76.60816615
100801,HUANUCO,PACHITEA,PANAO,532694,Tuto,TUTO,0,0,,,,,IGN,3590,-75.88742340000,-9.91561402000,-9.91561401999996-75.8874234
021703,ANCASH,RECUAY,COTAPARACO,218320,Izco Pata,IZCO PATA,0,0,,,,,IGN,4077,-77.53394489000,-9.91544178000,-9.91544177999998-77.53394489
101103,HUANUCO,YAROWILCA,CHACABAMBA,237838,Parasha Pampa,PARASHA PAMPA,0,0,,,,,IGN,3533,-76.64132953000,-9.91541453000,-9.91541452999996-76.64132953
020508,ANCASH,BOLOGNESI,HUALLANCA,228053,Moya,MOYA,0,0,,,,,IGN,4106,-76.98063376000,-9.91541139000,-9.91541138999997-76.98063376
100301,HUANUCO,DOS DE MAYO,LA UNION,519608,Rima Rima,RIMA RIMA,0,0,,,,,IGN,3738,-76.76477765000,-9.91531665000,-9.91531664999997-76.76477765
100804,HUANUCO,PACHITEA,UMARI,520519,Picahuay,PICAHUAY,0,1,IP,1008040045,,1008040045,MED-GPS,2759,-76.05603461000,-9.91502856000,-9.91502855999994-76.05603461
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),516121,Lucmapata,LUCMAPATA,0,0,,1001060040,,1001060040,IGN,2278,-76.37142452000,-9.91502290000,-9.91502289999994-76.3714245199999
101103,HUANUCO,YAROWILCA,CHACABAMBA,533792,Villa Ramon Castilla,VILLA RAMON CASTILLA,0,0,,1011030024,,1011030024,INEI,3504,-76.62872500000,-9.91201666700,-9.91201666699993-76.628725
100301,HUANUCO,DOS DE MAYO,LA UNION,127863,Seccha,SECCHA,0,1,IPS,1003010041,,1003010041,MED-GPS,3707,-76.80748639000,-9.91464395000,-9.91464394999997-76.80748639
021105,ANCASH,HUARMEY,MALVAS,550491,Pilco,PILCO,0,1,P,0211050010,,0211050010,MED-GPS,2798,-77.64686954000,-9.91156335000,-9.91156334999994-77.64686954
100102,HUANUCO,HUANUCO,AMARILIS,570761,Huayopampa,HUAYOPAMPA,0,0,,,,,MED-GPS,1875,-76.23371405000,-9.91062897000,-9.91062896999995-76.2337140499999
100301,HUANUCO,DOS DE MAYO,LA UNION,546393,Lachumachay,LACHUMACHAY,0,0,,1003010035,,1003010035,IGN,3739,-76.79532602000,-9.91061103000,-9.91061102999993-76.7953260199999
020508,ANCASH,BOLOGNESI,HUALLANCA,230593,Ucrucancha,UCRUCANCHA,0,0,,0205080113,,0205080113,IGN,3754,-76.94786989000,-9.91060815000,-9.91060814999997-76.9478698899999
190308,PASCO,OXAPAMPA,CONSTITUCION,237212,Miraflores,MIRAFLORES,0,0,,,,,IGN,355,-74.65290877000,-9.91057616000,-9.91057615999995-74.65290877
100804,HUANUCO,PACHITEA,UMARI,523248,Ushumayo,USHUMAYO,0,1,IP,1008040047,,1008040047,MED-GPS,2667,-76.02764321000,-9.91045400000,-9.91045399999996-76.02764321
100803,HUANUCO,PACHITEA,MOLINO,114592,Molino,MOLINO,3,1,IPSD,1008030001,,1008030001,MED-GPS,2377,-76.01643782000,-9.91021410000,-9.91021409999996-76.01643782
101108,HUANUCO,YAROWILCA,CHORAS,133148,Choras,CHORAS,3,1,IPS,1011080001,,1011080001,MED-GPS,3533,-76.60585288000,-9.91001797000,-9.91001796999996-76.60585288
100102,HUANUCO,HUANUCO,AMARILIS,121207,Allgahuanca,ALLGAHUANCA,0,1,G,1001020007,,1001020007,MED-GPS,2329,-76.19123844000,-9.90989710000,-9.90989709999997-76.19123844
190308,PASCO,OXAPAMPA,CONSTITUCION,229018,Puerto Libre,PUERTO LIBRE,0,1,IPS,1903080013,,1903080013,MED-GPS,230,-74.93253054000,-9.91059690000,-9.91059689999997-74.93253054
020504,ANCASH,BOLOGNESI,AQUIA,229489,Ushno Huain,USHNO HUAIN,0,0,,0205040015,,0205040015,IGN,4173,-77.10832802000,-9.90959340000,-9.90959339999995-77.10832802
100801,HUANUCO,PACHITEA,PANAO,535107,Colicocha,COLICOCHA,0,1,IP,1008010020,,1008010020,MED-GPS,2561,-75.99693325000,-9.90957988000,-9.90957987999997-75.99693325
100301,HUANUCO,DOS DE MAYO,LA UNION,121320,Shupla,SHUPLA,0,0,,,,,IGN,3680,-76.77084415000,-9.90950178000,-9.90950177999997-76.77084415
100316,HUANUCO,DOS DE MAYO,QUIVILLA,129907,Jeshgue,JESHGUE,0,0,,1003160017,,1003160017,IGN,4147,-76.65006978000,-9.56356402000,-9.56356401999994-76.65006978
020101,ANCASH,HUARAZ,HUARAZ,514474,Rumicucho,RUMICUCHO,0,0,,0201010031,,0201010031,IGN,3129,-77.53795715000,-9.56344902000,-9.56344901999995-77.53795715
100311,HUANUCO,DOS DE MAYO,MARIAS,623431,Inchic,INCHIC,0,0,,1003110090,,1003110090,INEI,3580,-76.36056000000,-9.49448166700,-9.49448166699995-76.36056
100311,HUANUCO,DOS DE MAYO,MARIAS,621307,Puy Huan,PUY HUAN,0,0,,1003110083,,1003110083,INEI,3534,-76.34265166700,-9.48473000000,-9.48472999999996-76.342651667
020101,ANCASH,HUARAZ,HUARAZ,235475,Purush,PURUSH,0,1,IP,0201010034,,0201010034,MED-GPS,3537,-77.46238121000,-9.56330962000,-9.56330961999993-77.46238121
020103,ANCASH,HUARAZ,COLCABAMBA,511615,Chombor,CHOMBOR,0,0,,,,,IGN,2145,-77.81430990000,-9.56329903000,-9.56329902999994-77.8143099
020105,ANCASH,HUARAZ,INDEPENDENCIA,611460,San Antonio,SAN ANTONIO,0,0,,0201050095,,0201050095,INEI,3823,-77.56542974000,-9.57261679400,-9.57261679399994-77.56542974
100501,HUANUCO,HUAMALIES,LLATA,626428,Shaglaya,SHAGLAYA,0,0,,1005010045,,1005010045,INEI,3554,-76.83375500000,-9.55914666700,-9.55914666699994-76.8337549999999
100501,HUANUCO,HUAMALIES,LLATA,518552,Shogla,SHOGLA,0,0,,1005010055,,1005010055,IGN,3925,-76.88345916000,-9.56292603000,-9.56292602999997-76.88345916
101101,HUANUCO,YAROWILCA,CHAVINILLO,616691,Los Andes,LOS ANDES,0,0,,1011010089,,1011010089,INEI,3827,-76.55285166700,-9.87361166700,-9.87361166699998-76.552851667
100102,HUANUCO,HUANUCO,AMARILIS,519451,San Andres,SAN ANDRES,0,1,G,1001020002,,1001020002,MED-GPS,1887,-76.21371548000,-9.88897316000,-9.88897315999998-76.21371548
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,235945,Pucaragra,PUCARAGRA,0,0,,,,,IGN,2331,-76.18130303000,-9.89033541000,-9.89033540999998-76.18130303
100801,HUANUCO,PACHITEA,PANAO,548376,Ticapampa,TICAPAMPA,0,1,IP,1008010012,,1008010012,MED-GPS,2766,-75.96859725000,-9.89033525000,-9.89033524999996-75.96859725
100804,HUANUCO,PACHITEA,UMARI,126310,Rashu,RASHU,0,1,G,1008040036,,1008040036,IGN,2912,-76.04081127000,-9.89027891000,-9.89027890999995-76.0408112699999
101103,HUANUCO,YAROWILCA,CHACABAMBA,532262,Cachucachujircan,CACHUCACHUJIRCAN,0,0,,1011030011,,1011030011,IGN,3655,-76.62271777000,-9.89014190000,-9.89014189999995-76.62271777
101108,HUANUCO,YAROWILCA,CHORAS,616594,Illaruri,ILLARURI,0,0,,1011080006,,1011080006,INEI,3910,-76.53841500000,-9.90211833300,-9.90211833299998-76.538415
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),130414,Mitotambo,MITOTAMBO,0,1,IPS,1001060020,,1001060020,MED-GPS,2891,-76.42703708000,-9.88998767000,-9.88998766999993-76.4270370799999
021103,ANCASH,HUARMEY,CULEBRAS,233956,Oyos,OYOS,0,0,,,,,IGN,141,-78.12780328000,-9.88997978000,-9.88997977999998-78.12780328
100804,HUANUCO,PACHITEA,UMARI,525742,Ramos Pampa / Ramos Curva,RAMOS PAMPA / RAMOS CURVA,0,0,,1008040035,,1008040035,IGN,3423,-76.06424527000,-9.88980602000,-9.88980601999998-76.06424527
101105,HUANUCO,YAROWILCA,JACAS CHICO,626896,Quitchki,QUITCHKI,0,0,,1011050026,,1011050026,INEI,3489,-76.48117000000,-9.89307000000,-9.89306999999997-76.48117
100101,HUANUCO,HUANUCO,HUANUCO,615969,Jircacocha,JIRCACOCHA,0,0,,1001010007,,1001010007,INEI,3173,-76.28252000000,-9.88984833300,-9.88984833299997-76.28252
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,223660,Chamana Ucro,CHAMANA UCRO,0,0,,,,,IGN,2871,-76.14242076000,-9.88954715000,-9.88954714999994-76.1424207599999
100804,HUANUCO,PACHITEA,UMARI,226586,Mantacocha,MANTACOCHA,0,1,IP,1008040041,,1008040041,MED-GPS,2690,-76.00797284000,-9.88954404000,-9.88954403999998-76.00797284
101106,HUANUCO,YAROWILCA,OBAS,119536,Huaynacancha,HUAYNACANCHA,0,0,,,,,IGN,3854,-76.70483727000,-9.88949827000,-9.88949826999993-76.70483727
101103,HUANUCO,YAROWILCA,CHACABAMBA,133476,Puyac,PUYAC,0,1,GP,1011030008,,1011030008,MED-GPS,3444,-76.61329781000,-9.88940352000,-9.88940351999997-76.6132978099999
101103,HUANUCO,YAROWILCA,CHACABAMBA,550919,Ayajaman,AYAJAMAN,0,0,,1011030006,,1011030006,IGN,3420,-76.61160503000,-9.88930565000,-9.88930564999993-76.61160503
021702,ANCASH,RECUAY,CATAC,246126,Millpo,MILLPO,0,0,,,,,IGN,4600,-77.22617528000,-9.88924515000,-9.88924514999997-77.22617528
021104,ANCASH,HUARMEY,HUAYAN,127975,Lucma,LUCMA,0,0,,0211040013,,0211040013,IGN,2675,-77.70776878000,-9.88911990000,-9.88911989999997-77.70776878
190308,PASCO,OXAPAMPA,CONSTITUCION,311099,Flor de Un Dia,FLOR DE UN DIA,0,1,P,1903080025,,1903080025,MED-GPS,241,-75.14736391000,-9.90107953000,-9.90107952999995-75.14736391
101108,HUANUCO,YAROWILCA,CHORAS,111485,Yurac Yacu,YURAC YACU,0,0,,1011080016,,1011080016,IGN,3833,-76.56339141000,-9.90087477000,-9.90087476999997-76.56339141
101103,HUANUCO,YAROWILCA,CHACABAMBA,250712,Chacabamba,CHACABAMBA,3,1,IPS,1011030001,,1011030001,MED-GPS,3186,-76.61100208000,-9.90085169000,-9.90085168999997-76.6110020799999
100301,HUANUCO,DOS DE MAYO,LA UNION,214928,Parashapampa,PARASHAPAMPA,0,0,,,,,IGN,3759,-76.76552227000,-9.90083665000,-9.90083664999997-76.76552227
101103,HUANUCO,YAROWILCA,CHACABAMBA,123355,Chipajilcan,CHIPAJILCAN,0,0,,,,,IGN,3186,-76.61098301000,-9.90080965000,-9.90080964999993-76.61098301
101105,HUANUCO,YAROWILCA,JACAS CHICO,549247,Pucayacu,PUCAYACU,0,0,,1011050031,,1011050031,MED-GPS,4016,-76.50695250000,-9.90063017000,-9.90063016999994-76.5069525
101103,HUANUCO,YAROWILCA,CHACABAMBA,225868,Gaga Esquina,GAGA ESQUINA,0,0,,,,,IGN,3850,-76.64038328000,-9.90059191000,-9.90059190999995-76.64038328
190308,PASCO,OXAPAMPA,CONSTITUCION,236493,El Regadero,EL REGADERO,0,0,,,,,IGN,239,-75.20460715000,-9.90056040000,-9.90056039999996-75.20460715
021105,ANCASH,HUARMEY,MALVAS,626212,Paccha,PACCHA,0,0,,0211050006,,0211050006,INEI,3190,-77.64146166700,-9.90307833300,-9.90307833299994-77.641461667
190308,PASCO,OXAPAMPA,CONSTITUCION,127442,Yarina,YARINA,0,1,IPS,1903080015,,1903080015,MED-GPS,232,-74.96274982000,-9.89954596000,-9.89954595999995-74.9627498199999
100301,HUANUCO,DOS DE MAYO,LA UNION,510043,Puca Puca,PUCA PUCA,0,0,,,,,IGN,3704,-76.75138301000,-9.90017728000,-9.90017727999998-76.75138301
100301,HUANUCO,DOS DE MAYO,LA UNION,616106,Colpa,COLPA,0,1,G,1003010013,,1003010013,INEI,3825,-76.74293000000,-9.89853166700,-9.89853166699993-76.7429299999999
101106,HUANUCO,YAROWILCA,OBAS,520214,Punapampa,PUNAPAMPA,0,0,,,,,IGN,3881,-76.70086001000,-9.89977177000,-9.89977176999997-76.70086001
101105,HUANUCO,YAROWILCA,JACAS CHICO,530465,Jayunogo,JAYUNOGO,0,0,,1011050019,,1011050019,IGN,3857,-76.49113278000,-9.86460564000,-9.86460563999998-76.49113278
020508,ANCASH,BOLOGNESI,HUALLANCA,132257,Huansala,HUANSALA,0,0,,0205080030,,0205080030,IMG_SATELITAL,3977,-77.00874100000,-9.87258306000,-9.87258305999995-77.008741
101105,HUANUCO,YAROWILCA,JACAS CHICO,649842,Rumi Chacca,RUMI CHACCA,0,0,,1011050011,,1011050011,DRE/UGEL,3966,-76.51536451000,-9.86449290000,-9.86449289999996-76.51536451
100804,HUANUCO,PACHITEA,UMARI,512611,Challhuayog,CHALLHUAYOG,0,1,IP,1008040020,,1008040020,MED-GPS,2593,-75.96546459000,-9.86441314000,-9.86441313999995-75.96546459
020508,ANCASH,BOLOGNESI,HUALLANCA,216224,Layavado,LAYAVADO,0,0,,,,,IGN,3415,-76.89522740000,-9.86436241000,-9.86436240999996-76.8952274
101108,HUANUCO,YAROWILCA,CHORAS,525810,Shiusha,SHIUSHA,0,0,,1011080002,,1011080002,IGN,4072,-76.53779265000,-9.87780714000,-9.87780713999996-76.53779265
100322,HUANUCO,DOS DE MAYO,SILLAPATA,622165,Avanza,AVANZA,0,0,,,,,INEI,3572,-76.79219928000,-9.77498440000,-9.77498439999994-76.79219928
020201,ANCASH,AIJA,AIJA,525344,Huarurruri,HUARURRURI,0,0,,0202010017,,0202010017,IGN,3529,-77.59830640000,-9.77492415000,-9.77492414999995-77.5983064
020201,ANCASH,AIJA,AIJA,550683,Kanyasyami,KANYASYAMI,0,0,,,,,IGN,3407,-77.60940503000,-9.77488478000,-9.77488477999998-77.6094050299999
101102,HUANUCO,YAROWILCA,CAHUAC,613638,Cangrash Huay,CANGRASH HUAY,0,0,,1011020030,,1011020030,INEI,3597,-76.61774833300,-9.88035833300,-9.88035833299995-76.617748333
101105,HUANUCO,YAROWILCA,JACAS CHICO,548492,Jatun Ogo,JATUN OGO,0,0,,1011050019,,1011050019,IGN,3746,-76.50423203000,-9.87343440000,-9.87343439999995-76.50423203
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,532799,Playa Grande,PLAYA GRANDE,0,1,IP,,,,MED-GPS,568,-75.53391033400,-9.86991731700,-9.86991731699993-75.533910334
100301,HUANUCO,DOS DE MAYO,LA UNION,111941,Runtuvado,RUNTUVADO,0,0,,1003010018,,1003010018,IGN,3679,-76.83589427000,-9.88128740000,-9.88128739999996-76.83589427
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,211233,Mirachi,MIRACHI,0,1,GP,1001090083,,1001090083,MED-GPS,2773,-76.14908408000,-9.88127944000,-9.88127943999996-76.14908408
101101,HUANUCO,YAROWILCA,CHAVINILLO,614073,Huariaco,HUARIACO,0,0,,1011010079,,1011010079,INEI,3439,-76.58042666700,-9.82137500000,-9.82137499999993-76.580426667
101102,HUANUCO,YAROWILCA,CAHUAC,121070,San Martin,SAN MARTIN,0,1,GIP,1011020031,,1011020031,MED-GPS,3559,-76.61633404000,-9.88117770000,-9.88117769999997-76.61633404
101102,HUANUCO,YAROWILCA,CAHUAC,615649,Rambrash Ragran,RAMBRASH RAGRAN,0,0,,1011020033,,1011020033,INEI,3564,-76.62037000000,-9.88349166700,-9.88349166699993-76.62037
020202,ANCASH,AIJA,CORIS,126899,San Damian,SAN DAMIAN,0,1,GIPS,0202020062,,0202020062,MED-GPS,1548,-77.77078750000,-9.88387181000,-9.88387180999996-77.7707875
021702,ANCASH,RECUAY,CATAC,235936,Cashacancha,CASHACANCHA,0,0,,0217020144,,0217020144,IGN,4404,-77.44507853000,-9.88077353000,-9.88077352999994-77.44507853
100101,HUANUCO,HUANUCO,HUANUCO,220269,Colpa Baja,COLPA BAJA,0,1,GIP,1001010012,,1001010012,MED-GPS,1851,-76.21364340000,-9.88058087000,-9.88058086999996-76.2136434
021104,ANCASH,HUARMEY,HUAYAN,115641,Cashajanan,CASHAJANAN,0,0,,0211040010,,0211040010,IGN,2751,-77.70186764000,-9.88018241000,-9.88018240999997-77.70186764
100301,HUANUCO,DOS DE MAYO,LA UNION,536763,Huishgas Corral,HUISHGAS CORRAL,0,0,,,,,IGN,3858,-76.74099065000,-9.88013528000,-9.88013527999993-76.74099065
101005,HUANUCO,LAURICOCHA,RONDOS,544498,Huichanan,HUICHANAN,0,0,,,,,IGN,4114,-76.65858752000,-9.88208940000,-9.88208939999993-76.65858752
020508,ANCASH,BOLOGNESI,HUALLANCA,230231,Ututorajra,UTUTORAJRA,0,0,,,,,IGN,3728,-76.90782053000,-9.88168240000,-9.88168239999993-76.90782053
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,550730,Maryaragraj,MARYARAGRAJ,0,0,,,,,IGN,2099,-76.18291790000,-9.88164102000,-9.88164101999996-76.1829179
020504,ANCASH,BOLOGNESI,AQUIA,520346,Huarapasca,HUARAPASCA,0,0,,0205040007,,0205040007,IGN,4758,-77.18049478000,-9.88150303000,-9.88150302999998-77.1804947799999
020504,ANCASH,BOLOGNESI,AQUIA,611813,Tuna Cancha,TUNA CANCHA,0,0,,0205040085,,0205040085,INEI,4242,-77.07067166700,-9.89818000000,-9.89817999999997-77.0706716669999
190308,PASCO,OXAPAMPA,CONSTITUCION,311025,San Jorge de Pachitea,SAN JORGE DE PACHITEA,0,0,,,,,IBC,222,-74.93465940000,-9.88141440000,-9.88141439999993-74.9346594
101106,HUANUCO,YAROWILCA,OBAS,525104,Hilancancha,HILANCANCHA,0,0,,,,,IGN,4109,-76.68895166000,-9.79178690000,-9.79178689999998-76.68895166
021702,ANCASH,RECUAY,CATAC,124728,Yanac,YANAC,0,0,,0217020017,,0217020017,IGN,3688,-77.40541627000,-9.79175602000,-9.79175601999998-77.40541627
100113,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,521404,Pasuy,PASUY,0,0,,,,,IGN,2960,-76.00528589000,-9.79174215000,-9.79174214999995-76.00528589
020203,ANCASH,AIJA,HUACLLAN,533608,Mitucancha,MITUCANCHA,0,0,,0202030005,,0202030005,IGN,3823,-77.70530565000,-9.79173478000,-9.79173477999996-77.70530565
100322,HUANUCO,DOS DE MAYO,SILLAPATA,613933,Guenuay Punta,GUENUAY PUNTA,0,0,,1003220021,,1003220021,INEI,3684,-76.73922833300,-9.79013833300,-9.79013833299996-76.739228333
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,224904,Sirabamba,SIRABAMBA,0,1,IPS,1001090019,,1001090019,MED-GPS,2880,-76.31251897000,-9.79121751000,-9.79121750999997-76.31251897
101107,HUANUCO,YAROWILCA,PAMPAMARCA,534645,Buena Vista,BUENA VISTA,0,0,,1011070051,,1011070051,IGN,3795,-76.71654703000,-9.79117202000,-9.79117201999998-76.71654703
100313,HUANUCO,DOS DE MAYO,PACHAS,610826,Pachanpuquio,PACHANPUQUIO,0,0,,1003130170,,1003130170,INEI,3967,-76.89709333300,-9.79770333300,-9.79770333299996-76.897093333
020201,ANCASH,AIJA,AIJA,233602,Moncerrate,MONCERRATE,0,1,K,0202010054,,0202010054,MED-GPS,3176,-77.61373143000,-9.78974314000,-9.78974313999993-77.61373143
101101,HUANUCO,YAROWILCA,CHAVINILLO,619086,San Pedro de Wilcahuasi,SAN PEDRO DE WILCAHUASI,0,0,,1011010038,,1011010038,INEI,4022,-76.52838833300,-9.80139500000,-9.80139499999996-76.528388333
100113,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,521738,Osapata,OSAPATA,0,0,,1001030162,,1001030162,IGN,1510,-75.87982777000,-9.79096490000,-9.79096489999995-75.87982777
021702,ANCASH,RECUAY,CATAC,616390,Marca Punco,MARCA PUNCO,0,0,,0217020013,,0217020013,INEI,3557,-77.43895000000,-9.79790000000,-9.79789999999997-77.43895
100501,HUANUCO,HUAMALIES,LLATA,551088,Llamallushcay,LLAMALLUSHCAY,0,0,,,,,IGN,3646,-76.79435263000,-9.58555390000,-9.58555389999998-76.7943526299999
100501,HUANUCO,HUAMALIES,LLATA,115635,Jaturpac,JATURPAC,0,0,,1005010099,,1005010099,IGN,3661,-76.84430478000,-9.58550928000,-9.58550927999994-76.84430478
100905,HUANUCO,PUERTO INCA,YUYAPICHIS,228202,Cuto,CUTO,0,0,,,,,IGN,225,-74.94440228000,-9.58543790000,-9.58543789999993-74.94440228
100501,HUANUCO,HUAMALIES,LLATA,218678,Manca Peque,MANCA PEQUE,0,0,,,,,IGN,4244,-76.95576690000,-9.58541890000,-9.58541889999998-76.9557669
100311,HUANUCO,DOS DE MAYO,MARIAS,611787,Quechupata,QUECHUPATA,0,0,,1003110108,,1003110108,INEI,3097,-76.43769466700,-9.58686700000,-9.58686699999993-76.437694667
100501,HUANUCO,HUAMALIES,LLATA,551508,Ichic Ahuac,ICHIC AHUAC,0,0,,,,,IGN,3737,-76.78475489000,-9.58535827000,-9.58535826999997-76.78475489
100311,HUANUCO,DOS DE MAYO,MARIAS,234130,Paparagra,PAPARAGRA,0,0,,1003110052,,1003110052,IGN,3816,-76.60948891000,-9.60776602000,-9.60776601999993-76.60948891
100311,HUANUCO,DOS DE MAYO,MARIAS,117208,Guenayhuilca,GUENAYHUILCA,0,1,IP,1003110024,,1003110024,MED-GPS,3537,-76.68054918000,-9.60752520000,-9.60752519999994-76.68054918
020103,ANCASH,HUARAZ,COLCABAMBA,513276,Mina Bien Venida,MINA BIEN VENIDA,0,0,,,,,IGN,3171,-77.80618527000,-9.60752341000,-9.60752340999994-77.80618527
100311,HUANUCO,DOS DE MAYO,MARIAS,613030,Ogoragran,OGORAGRAN,0,0,,1003110011,,1003110011,INEI,3436,-76.70912998600,-9.60584997800,-9.60584997799998-76.7091299859999
021104,ANCASH,HUARMEY,HUAYAN,115454,Pallayoc,PALLAYOC,0,0,,0211040022,,0211040022,IGN,2571,-77.70840201000,-9.88236603000,-9.88236602999996-77.70840201
100301,HUANUCO,DOS DE MAYO,LA UNION,513490,Cashac,CASHAC,0,0,,,,,IGN,3880,-76.73333940000,-9.90767790000,-9.90767789999995-76.7333394
100801,HUANUCO,PACHITEA,PANAO,520624,Minauchco,MINAUCHCO,0,0,,,,,IGN,3288,-75.89637265000,-9.90730065000,-9.90730064999997-75.89637265
101108,HUANUCO,YAROWILCA,CHORAS,613413,San Juan de Lucma Ragra,SAN JUAN DE LUCMA RAGRA,0,1,G,1011080014,,1011080014,INEI,3814,-76.54694166700,-9.90867500000,-9.90867499999996-76.5469416669999
100101,HUANUCO,HUANUCO,HUANUCO,232993,Chacmapampa,CHACMAPAMPA,0,0,,,,,IGN,2540,-76.28510240000,-9.90636652000,-9.90636651999995-76.2851024
100301,HUANUCO,DOS DE MAYO,LA UNION,521632,Cachina,CACHINA,0,0,,,,,IGN,3655,-76.75012027000,-9.90634065000,-9.90634064999995-76.75012027
101103,HUANUCO,YAROWILCA,CHACABAMBA,219877,Shiricuchu,SHIRICUCHU,0,0,,,,,IGN,3695,-76.64004364000,-9.90617841000,-9.90617840999994-76.64004364
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),622957,Mollepata,MOLLEPATA,0,0,,1001060036,,1001060036,INEI,2320,-76.37312333300,-9.91503833300,-9.91503833299993-76.373123333
021703,ANCASH,RECUAY,COTAPARACO,223113,Gallo Cantanan,GALLO CANTANAN,0,0,,,,,IGN,4139,-77.52567590000,-9.90613915000,-9.90613914999994-77.5256759
100102,HUANUCO,HUANUCO,AMARILIS,127278,Hacienda Jancao,HACIENDA JANCAO,0,1,I,1001020004,,1001020004,MED-GPS,1885,-76.22330907000,-9.90275834000,-9.90275833999993-76.22330907
101108,HUANUCO,YAROWILCA,CHORAS,544531,Chupan Chico,CHUPAN CHICO,0,0,,,,,IGN,3887,-76.55704816000,-9.90596040000,-9.90596039999997-76.55704816
